t              csa.fdtd_Point probe B2_Ey_120_20_0.dat
   0.67499999589770709E-007   0.000000000E+000
   0.68749999582173871E-007   0.000000000E+000
   0.69999999574577032E-007   0.000000000E+000
   0.71249999566980193E-007   0.000000000E+000
   0.72499999559383355E-007   0.000000000E+000
   0.73749999551786516E-007   0.000000000E+000
   0.74999999544189677E-007   0.000000000E+000
   0.76249999536592838E-007   0.000000000E+000
   0.77499999528996000E-007   0.000000000E+000
   0.78749999521399161E-007   0.000000000E+000
   0.79999999513802322E-007   0.000000000E+000
   0.81249999506205484E-007   0.000000000E+000
   0.82499999498608645E-007   0.000000000E+000
   0.83749999491011806E-007   0.000000000E+000
   0.84999999483414967E-007   0.000000000E+000
   0.86249999475818129E-007   0.000000000E+000
   0.87499999468221290E-007   0.000000000E+000
   0.88749999460624451E-007   0.000000000E+000
   0.89999999453027613E-007   0.000000000E+000
   0.91249999445430774E-007   0.000000000E+000
   0.92499999437833935E-007   0.000000000E+000
   0.93749999430237096E-007   0.000000000E+000
   0.94999999422640258E-007   0.000000000E+000
   0.96249999415043419E-007   0.000000000E+000
   0.97499999407446580E-007   0.000000000E+000
   0.98749999399849742E-007   0.000000000E+000
   0.99999999392252903E-007   0.000000000E+000
   0.10124999938465606E-006   0.000000000E+000
   0.10249999937705923E-006   0.000000000E+000
   0.10374999936946239E-006   0.000000000E+000
   0.10499999936186555E-006   0.000000000E+000
   0.10624999935426871E-006   0.000000000E+000
   0.10749999934667187E-006   0.000000000E+000
   0.10874999933907503E-006   0.000000000E+000
   0.10999999933147819E-006   0.000000000E+000
   0.11124999932388135E-006   0.000000000E+000
   0.11249999931628452E-006   0.000000000E+000
   0.11374999930868768E-006   0.000000000E+000
   0.11499999930109084E-006   0.000000000E+000
   0.11624999929349400E-006   0.000000000E+000
   0.11749999928589716E-006   0.000000000E+000
   0.11874999927830032E-006   0.000000000E+000
   0.11999999927070348E-006   0.000000000E+000
   0.12124999926310664E-006   0.000000000E+000
   0.12249999925550981E-006   0.000000000E+000
   0.12374999924791297E-006   0.000000000E+000
   0.12499999924031613E-006   0.000000000E+000
   0.12624999923271929E-006   0.000000000E+000
   0.12749999922512245E-006   0.000000000E+000
   0.12874999921752561E-006   0.000000000E+000
   0.12999999920992877E-006   0.000000000E+000
   0.13124999920233194E-006   0.000000000E+000
   0.13249999919473510E-006   0.000000000E+000
   0.13374999918713826E-006   0.000000000E+000
   0.13499999917954142E-006   0.000000000E+000
   0.13624999917194458E-006   0.000000000E+000
   0.13749999916434774E-006   0.000000000E+000
   0.13874999915675090E-006   0.000000000E+000
   0.13999999914915406E-006   0.000000000E+000
   0.14124999914155723E-006   0.000000000E+000
   0.14249999913396039E-006   0.000000000E+000
   0.14374999912636355E-006   0.000000000E+000
   0.14499999911876671E-006   0.000000000E+000
   0.14624999911116987E-006   0.000000000E+000
   0.14749999910357303E-006   0.000000000E+000
   0.14874999909597619E-006   0.000000000E+000
   0.14999999908837935E-006   0.000000000E+000
   0.15124999908078252E-006   0.000000000E+000
   0.15249999907318568E-006   0.000000000E+000
   0.15374999906558884E-006   0.000000000E+000
   0.15499999905799200E-006   0.000000000E+000
   0.15624999905039516E-006   0.000000000E+000
   0.15749999904279832E-006   0.000000000E+000
   0.15874999903520148E-006   0.000000000E+000
   0.15999999902760464E-006   0.000000000E+000
   0.16124999902000781E-006   0.000000000E+000
   0.16249999901241097E-006   0.000000000E+000
   0.16374999900481413E-006   0.000000000E+000
   0.16499999899721729E-006   0.000000000E+000
   0.16624999898962045E-006   0.000000000E+000
   0.16749999898202361E-006   0.000000000E+000
   0.16874999897442677E-006   0.000000000E+000
   0.16999999896682993E-006   0.000000000E+000
   0.17124999895923310E-006   0.000000000E+000
   0.17249999895163626E-006   0.000000000E+000
   0.17374999894403942E-006   0.000000000E+000
   0.17499999893644258E-006   0.000000000E+000
   0.17624999892884574E-006   0.000000000E+000
   0.17749999892124890E-006   0.000000000E+000
   0.17874999891365206E-006   0.000000000E+000
   0.17999999890605523E-006   0.000000000E+000
   0.18124999889845839E-006   0.000000000E+000
   0.18249999889086155E-006   0.000000000E+000
   0.18374999888326471E-006   0.000000000E+000
   0.18499999887566787E-006   0.000000000E+000
   0.18624999886807103E-006   0.000000000E+000
   0.18749999886047419E-006   0.000000000E+000
   0.18874999885287735E-006   0.000000000E+000
   0.18999999884528052E-006   0.000000000E+000
   0.19124999883768368E-006   0.000000000E+000
   0.19249999883008684E-006   0.000000000E+000
   0.19374999882249000E-006   0.000000000E+000
   0.19499999881489316E-006   0.000000000E+000
   0.19624999880729632E-006   0.000000000E+000
   0.19749999879969948E-006   0.000000000E+000
   0.19874999879210264E-006   0.000000000E+000
   0.19999999878450581E-006   0.000000000E+000
   0.20124999877690897E-006   0.000000000E+000
   0.20249999876931213E-006   0.000000000E+000
   0.20374999876171529E-006   0.000000000E+000
   0.20499999875411845E-006   0.000000000E+000
   0.20624999874652161E-006   0.000000000E+000
   0.20749999873892477E-006   0.000000000E+000
   0.20874999873132793E-006   0.000000000E+000
   0.20999999872373110E-006   0.000000000E+000
   0.21124999871613426E-006   0.000000000E+000
   0.21249999870853742E-006   0.000000000E+000
   0.21374999870094058E-006   0.000000000E+000
   0.21499999869334374E-006   0.000000000E+000
   0.21624999868574690E-006   0.000000000E+000
   0.21749999867815006E-006   0.000000000E+000
   0.21874999867055323E-006   0.000000000E+000
   0.21999999866295639E-006   0.000000000E+000
   0.22124999865535955E-006   0.000000000E+000
   0.22249999864776271E-006   0.000000000E+000
   0.22374999864016587E-006   0.000000000E+000
   0.22499999863256903E-006   0.000000000E+000
   0.22624999862497219E-006   0.000000000E+000
   0.22749999861737535E-006   0.000000000E+000
   0.22874999860977852E-006   0.000000000E+000
   0.22999999860218168E-006   0.000000000E+000
   0.23124999859458484E-006   0.000000000E+000
   0.23249999858698800E-006   0.000000000E+000
   0.23374999857939116E-006   0.000000000E+000
   0.23499999857179432E-006   0.000000000E+000
   0.23624999856419748E-006   0.000000000E+000
   0.23749999855660064E-006   0.000000000E+000
   0.23874999854900381E-006   0.000000000E+000
   0.23999999854140697E-006   0.000000000E+000
   0.24124999853381013E-006   0.000000000E+000
   0.24249999852621329E-006   0.000000000E+000
   0.24374999851861645E-006   0.000000000E+000
   0.24499999851101961E-006   0.000000000E+000
   0.24624999850342277E-006   0.000000000E+000
   0.24749999849582593E-006   0.000000000E+000
   0.24874999848822910E-006   0.000000000E+000
   0.24999999848063226E-006   0.000000000E+000
   0.25124999847303542E-006   0.000000000E+000
   0.25249999846543858E-006   0.000000000E+000
   0.25374999845784174E-006   0.000000000E+000
   0.25499999845024490E-006   0.000000000E+000
   0.25624999844264806E-006   0.000000000E+000
   0.25749999843505122E-006   0.000000000E+000
   0.25874999842745439E-006   0.000000000E+000
   0.25999999841985755E-006   0.000000000E+000
   0.26124999841226071E-006   0.000000000E+000
   0.26249999840466387E-006   0.000000000E+000
   0.26374999839706703E-006   0.000000000E+000
   0.26499999838947019E-006   0.000000000E+000
   0.26624999838187335E-006   0.000000000E+000
   0.26749999837427652E-006   0.000000000E+000
   0.26874999836667968E-006   0.000000000E+000
   0.26999999835908284E-006   0.000000000E+000
   0.27124999835148600E-006   0.000000000E+000
   0.27249999834388916E-006   0.000000000E+000
   0.27374999833629232E-006   0.000000000E+000
   0.27499999832869548E-006   0.000000000E+000
   0.27624999832109864E-006   0.000000000E+000
   0.27749999831350181E-006   0.000000000E+000
   0.27874999830590497E-006   0.000000000E+000
   0.27999999829830813E-006   0.000000000E+000
   0.28124999829071129E-006   0.000000000E+000
   0.28249999828311445E-006   0.000000000E+000
   0.28374999827551761E-006   0.000000000E+000
   0.28499999826792077E-006   0.000000000E+000
   0.28624999826032393E-006   0.000000000E+000
   0.28749999825272710E-006   0.000000000E+000
   0.28874999824513026E-006   0.000000000E+000
   0.28999999823753342E-006   0.000000000E+000
   0.29124999822993658E-006   0.000000000E+000
   0.29249999822233974E-006   0.000000000E+000
   0.29374999821474290E-006   0.000000000E+000
   0.29499999820714606E-006   0.000000000E+000
   0.29624999819954922E-006   0.000000000E+000
   0.29749999819195239E-006   0.000000000E+000
   0.29874999818435555E-006   0.000000000E+000
   0.29999999817675871E-006   0.000000000E+000
   0.30124999816916187E-006   0.000000000E+000
   0.30249999816156503E-006   0.000000000E+000
   0.30374999815396819E-006   0.000000000E+000
   0.30499999814637135E-006   0.000000000E+000
   0.30624999813877452E-006   0.000000000E+000
   0.30749999813117768E-006   0.000000000E+000
   0.30874999812358084E-006   0.000000000E+000
   0.30999999811598400E-006   0.000000000E+000
   0.31124999810838716E-006   0.000000000E+000
   0.31249999810079032E-006   0.000000000E+000
   0.31374999809319348E-006   0.000000000E+000
   0.31499999808559664E-006   0.000000000E+000
   0.31624999807799981E-006   0.000000000E+000
   0.31749999807040297E-006   0.000000000E+000
   0.31874999806280613E-006   0.000000000E+000
   0.31999999805520929E-006   0.000000000E+000
   0.32124999804761245E-006   0.000000000E+000
   0.32249999804001561E-006   0.000000000E+000
   0.32374999803241877E-006   0.000000000E+000
   0.32499999802482193E-006   0.000000000E+000
   0.32624999801722510E-006   0.000000000E+000
   0.32749999800962826E-006   0.000000000E+000
   0.32874999800203142E-006   0.000000000E+000
   0.32999999799443458E-006   0.000000000E+000
   0.33124999798683774E-006   0.000000000E+000
   0.33249999797924090E-006   0.000000000E+000
   0.33374999797164406E-006   0.000000000E+000
   0.33499999796404722E-006   0.000000000E+000
   0.33624999795645039E-006   0.000000000E+000
   0.33749999794885355E-006   0.000000000E+000
   0.33874999794125671E-006   0.000000000E+000
   0.33999999793365987E-006   0.000000000E+000
   0.34124999792606303E-006   0.000000000E+000
   0.34249999791846619E-006   0.000000000E+000
   0.34374999791086935E-006   0.000000000E+000
   0.34499999790327252E-006   0.000000000E+000
   0.34624999789567568E-006   0.000000000E+000
   0.34749999788807884E-006   0.000000000E+000
   0.34874999788048200E-006   0.000000000E+000
   0.34999999787288516E-006   0.000000000E+000
   0.35124999786528832E-006   0.000000000E+000
   0.35249999785769148E-006   0.000000000E+000
   0.35374999785009464E-006   0.000000000E+000
   0.35499999784249781E-006   0.000000000E+000
   0.35624999783490097E-006   0.000000000E+000
   0.35749999782730413E-006   0.000000000E+000
   0.35874999781970729E-006   0.000000000E+000
   0.35999999781211045E-006   0.000000000E+000
   0.36124999780451361E-006   0.000000000E+000
   0.36249999779691677E-006   0.000000000E+000
   0.36374999778931993E-006   0.000000000E+000
   0.36499999778172310E-006   0.000000000E+000
   0.36624999777412626E-006   0.000000000E+000
   0.36749999776652942E-006   0.000000000E+000
   0.36874999775893258E-006   0.000000000E+000
   0.36999999775133574E-006   0.000000000E+000
   0.37124999774373890E-006   0.000000000E+000
   0.37249999773614206E-006   0.000000000E+000
   0.37374999772854522E-006   0.000000000E+000
   0.37499999772094839E-006   0.000000000E+000
   0.37624999771335155E-006   0.000000000E+000
   0.37749999770575471E-006   0.000000000E+000
   0.37874999769815787E-006   0.000000000E+000
   0.37999999769056103E-006   0.000000000E+000
   0.38124999768296419E-006   0.000000000E+000
   0.38249999767536735E-006   0.000000000E+000
   0.38374999766777051E-006   0.000000000E+000
   0.38499999766017368E-006   0.000000000E+000
   0.38624999765257684E-006   0.000000000E+000
   0.38749999764498000E-006   0.000000000E+000
   0.38874999763738316E-006   0.000000000E+000
   0.38999999762978632E-006   0.000000000E+000
   0.39124999762218948E-006   0.000000000E+000
   0.39249999761459264E-006   0.000000000E+000
   0.39374999760699581E-006   0.000000000E+000
   0.39499999759939897E-006   0.000000000E+000
   0.39624999759180213E-006   0.000000000E+000
   0.39749999758420529E-006   0.000000000E+000
   0.39874999757660845E-006   0.000000000E+000
   0.39999999756901161E-006   0.000000000E+000
   0.40124999756141477E-006   0.000000000E+000
   0.40249999755381793E-006   0.000000000E+000
   0.40374999754622110E-006   0.000000000E+000
   0.40499999753862426E-006   0.000000000E+000
   0.40624999753102742E-006   0.000000000E+000
   0.40749999752343058E-006   0.000000000E+000
   0.40874999751583374E-006   0.000000000E+000
   0.40999999750823690E-006   0.000000000E+000
   0.41124999750064006E-006   0.000000000E+000
   0.41249999749304322E-006   0.000000000E+000
   0.41374999748544639E-006   0.000000000E+000
   0.41499999747784955E-006   0.000000000E+000
   0.41624999747025271E-006   0.000000000E+000
   0.41749999746265587E-006   0.000000000E+000
   0.41874999745505903E-006   0.000000000E+000
   0.41999999744746219E-006   0.000000000E+000
   0.42124999743986535E-006   0.000000000E+000
   0.42249999743226851E-006   0.000000000E+000
   0.42374999742467168E-006   0.000000000E+000
   0.42499999741707484E-006   0.000000000E+000
   0.42624999740947800E-006   0.000000000E+000
   0.42749999740188116E-006   0.000000000E+000
   0.42874999739428432E-006   0.000000000E+000
   0.42999999738668748E-006   0.000000000E+000
   0.43124999737909064E-006   0.000000000E+000
   0.43249999737149381E-006   0.000000000E+000
   0.43374999736389697E-006   0.000000000E+000
   0.43499999735630013E-006   0.000000000E+000
   0.43624999734870329E-006   0.000000000E+000
   0.43749999734110645E-006   0.000000000E+000
   0.43874999733350961E-006   0.000000000E+000
   0.43999999732591277E-006   0.000000000E+000
   0.44124999731831593E-006   0.000000000E+000
   0.44249999731071910E-006   0.000000000E+000
   0.44374999730312226E-006   0.000000000E+000
   0.44499999729552542E-006   0.000000000E+000
   0.44624999728792858E-006   0.000000000E+000
   0.44749999728033174E-006   0.000000000E+000
   0.44874999727273490E-006   0.000000000E+000
   0.44999999726513806E-006   0.000000000E+000
   0.45124999725754122E-006   0.000000000E+000
   0.45249999724994439E-006   0.000000000E+000
   0.45374999724234755E-006   0.000000000E+000
   0.45499999723475071E-006   0.000000000E+000
   0.45624999722715387E-006   0.000000000E+000
   0.45749999721955703E-006   0.000000000E+000
   0.45874999721196019E-006   0.000000000E+000
   0.45999999720436335E-006   0.000000000E+000
   0.46124999719676651E-006   0.000000000E+000
   0.46249999718916968E-006   0.000000000E+000
   0.46374999718157284E-006   0.000000000E+000
   0.46499999717397600E-006   0.000000000E+000
   0.46624999716637916E-006   0.000000000E+000
   0.46749999715878232E-006   0.000000000E+000
   0.46874999715118548E-006   0.000000000E+000
   0.46999999714358864E-006   0.000000000E+000
   0.47124999713599180E-006   0.000000000E+000
   0.47249999712839497E-006   0.000000000E+000
   0.47374999712079813E-006   0.000000000E+000
   0.47499999711320129E-006   0.000000000E+000
   0.47624999710560445E-006   0.000000000E+000
   0.47749999709800761E-006   0.000000000E+000
   0.47874999709041077E-006   0.000000000E+000
   0.47999999708281393E-006   0.000000000E+000
   0.48124999707521710E-006   0.000000000E+000
   0.48249999706762026E-006   0.000000000E+000
   0.48374999706002342E-006   0.000000000E+000
   0.48499999705242658E-006   0.000000000E+000
   0.48624999704482974E-006   0.000000000E+000
   0.48749999703723290E-006   0.000000000E+000
   0.48874999702963606E-006   0.000000000E+000
   0.48999999702203922E-006   0.000000000E+000
   0.49124999701444239E-006   0.000000000E+000
   0.49249999700684555E-006   0.000000000E+000
   0.49374999699924871E-006   0.000000000E+000
   0.49499999699165187E-006   0.000000000E+000
   0.49624999698405503E-006   0.000000000E+000
   0.49749999697645819E-006   0.000000000E+000
   0.49874999696886135E-006   0.000000000E+000
   0.49999999696126451E-006   0.000000000E+000
   0.50124999695366768E-006   0.000000000E+000
   0.50249999694607084E-006   0.000000000E+000
   0.50374999693847400E-006   0.000000000E+000
   0.50499999693087716E-006   0.000000000E+000
   0.50624999692328032E-006   0.000000000E+000
   0.50749999691568348E-006   0.000000000E+000
   0.50874999690808664E-006   0.000000000E+000
   0.50999999690048980E-006   0.000000000E+000
   0.51124999689289297E-006   0.000000000E+000
   0.51249999688529613E-006   0.000000000E+000
   0.51374999687769929E-006   0.000000000E+000
   0.51499999687010245E-006   0.000000000E+000
   0.51624999686250561E-006   0.000000000E+000
   0.51749999685490877E-006   0.000000000E+000
   0.51874999684731193E-006   0.000000000E+000
   0.51999999683971510E-006   0.000000000E+000
   0.52124999683211826E-006   0.000000000E+000
   0.52249999682452142E-006   0.000000000E+000
   0.52374999681692458E-006   0.000000000E+000
   0.52499999680932774E-006   0.000000000E+000
   0.52624999680173090E-006   0.000000000E+000
   0.52749999679413406E-006   0.000000000E+000
   0.52874999678653722E-006   0.000000000E+000
   0.52999999677894039E-006   0.000000000E+000
   0.53124999677134355E-006   0.000000000E+000
   0.53249999676374671E-006   0.000000000E+000
   0.53374999675614987E-006   0.000000000E+000
   0.53499999674855303E-006   0.000000000E+000
   0.53624999674095619E-006   0.000000000E+000
   0.53749999673335935E-006   0.000000000E+000
   0.53874999672576251E-006   0.000000000E+000
   0.53999999671816568E-006   0.000000000E+000
   0.54124999671056884E-006   0.000000000E+000
   0.54249999670297200E-006   0.000000000E+000
   0.54374999669537516E-006   0.000000000E+000
   0.54499999668777832E-006   0.000000000E+000
   0.54624999668018148E-006   0.000000000E+000
   0.54749999667258464E-006   0.000000000E+000
   0.54874999666498780E-006   0.000000000E+000
   0.54999999665739097E-006   0.000000000E+000
   0.55124999664979413E-006   0.000000000E+000
   0.55249999664219729E-006   0.000000000E+000
   0.55374999663460045E-006   0.000000000E+000
   0.55499999662700361E-006   0.000000000E+000
   0.55624999661940677E-006   0.000000000E+000
   0.55749999661180993E-006   0.000000000E+000
   0.55874999660421309E-006   0.000000000E+000
   0.55999999659661626E-006   0.000000000E+000
   0.56124999658901942E-006   0.000000000E+000
   0.56249999658142258E-006   0.000000000E+000
   0.56374999657382574E-006   0.000000000E+000
   0.56499999656622890E-006   0.000000000E+000
   0.56624999655863206E-006   0.000000000E+000
   0.56749999655103522E-006   0.000000000E+000
   0.56874999654343839E-006   0.000000000E+000
   0.56999999653584155E-006   0.000000000E+000
   0.57124999652824471E-006   0.000000000E+000
   0.57249999652064787E-006   0.000000000E+000
   0.57374999651305103E-006   0.000000000E+000
   0.57499999650545419E-006   0.000000000E+000
   0.57624999649785735E-006   0.000000000E+000
   0.57749999649026051E-006   0.000000000E+000
   0.57874999648266368E-006   0.000000000E+000
   0.57999999647506684E-006   0.000000000E+000
   0.58124999646747000E-006   0.000000000E+000
   0.58249999645987316E-006   0.000000000E+000
   0.58374999645227632E-006   0.000000000E+000
   0.58499999644467948E-006   0.000000000E+000
   0.58624999643708264E-006   0.000000000E+000
   0.58749999642948580E-006   0.000000000E+000
   0.58874999642188897E-006   0.000000000E+000
   0.58999999641429213E-006   0.000000000E+000
   0.59124999640669529E-006   0.000000000E+000
   0.59249999639909845E-006   0.000000000E+000
   0.59374999639150161E-006   0.000000000E+000
   0.59499999638390477E-006   0.000000000E+000
   0.59624999637630793E-006   0.000000000E+000
   0.59749999636871109E-006   0.000000000E+000
   0.59874999636111426E-006   0.000000000E+000
   0.59999999635351742E-006   0.000000000E+000
   0.60124999634592058E-006   0.000000000E+000
   0.60249999633832374E-006   0.000000000E+000
   0.60374999633072690E-006   0.000000000E+000
   0.60499999632313006E-006   0.000000000E+000
   0.60624999631553322E-006   0.000000000E+000
   0.60749999630793639E-006   0.000000000E+000
   0.60874999630033955E-006   0.000000000E+000
   0.60999999629274271E-006   0.000000000E+000
   0.61124999628514587E-006   0.000000000E+000
   0.61249999627754903E-006   0.000000000E+000
   0.61374999626995219E-006   0.000000000E+000
   0.61499999626235535E-006   0.000000000E+000
   0.61624999625475851E-006   0.000000000E+000
   0.61749999624716168E-006   0.000000000E+000
   0.61874999623956484E-006   0.000000000E+000
   0.61999999623196800E-006   0.000000000E+000
   0.62124999622437116E-006   0.000000000E+000
   0.62249999621677432E-006   0.000000000E+000
   0.62374999620917748E-006   0.000000000E+000
   0.62499999620158064E-006   0.000000000E+000
   0.62624999619398380E-006   0.000000000E+000
   0.62749999618638697E-006   0.000000000E+000
   0.62874999617879013E-006   0.000000000E+000
   0.62999999617119329E-006   0.000000000E+000
   0.63124999616359645E-006   0.000000000E+000
   0.63249999615599961E-006   0.000000000E+000
   0.63374999614840277E-006   0.000000000E+000
   0.63499999614080593E-006   0.000000000E+000
   0.63624999613320909E-006   0.000000000E+000
   0.63749999612561226E-006   0.000000000E+000
   0.63874999611801542E-006   0.000000000E+000
   0.63999999611041858E-006   0.000000000E+000
   0.64124999610282174E-006   0.000000000E+000
   0.64249999609522490E-006   0.000000000E+000
   0.64374999608762806E-006   0.000000000E+000
   0.64499999608003122E-006   0.000000000E+000
   0.64624999607243439E-006   0.000000000E+000
   0.64749999606483755E-006   0.000000000E+000
   0.64874999605724071E-006   0.000000000E+000
   0.64999999604964387E-006   0.000000000E+000
   0.65124999604204703E-006   0.000000000E+000
   0.65249999603445019E-006   0.000000000E+000
   0.65374999602685335E-006   0.000000000E+000
   0.65499999601925651E-006   0.000000000E+000
   0.65624999601165968E-006   0.000000000E+000
   0.65749999600406284E-006   0.000000000E+000
   0.65874999599646600E-006   0.000000000E+000
   0.65999999598886916E-006   0.000000000E+000
   0.66124999598127232E-006   0.000000000E+000
   0.66249999597367548E-006   0.000000000E+000
   0.66374999596607864E-006   0.000000000E+000
   0.66499999595848180E-006   0.000000000E+000
   0.66624999595088497E-006   0.000000000E+000
   0.66749999594328813E-006   0.000000000E+000
   0.66874999593569129E-006   0.000000000E+000
   0.66999999592809445E-006   0.000000000E+000
   0.67124999592049761E-006   0.000000000E+000
   0.67249999591290077E-006   0.000000000E+000
   0.67374999590530393E-006   0.000000000E+000
   0.67499999589770709E-006   0.000000000E+000
   0.67624999589011026E-006   0.000000000E+000
   0.67749999588251342E-006   0.000000000E+000
   0.67874999587491658E-006   0.000000000E+000
   0.67999999586731974E-006   0.000000000E+000
   0.68124999585972290E-006   0.000000000E+000
   0.68249999585212606E-006   0.000000000E+000
   0.68374999584452922E-006   0.000000000E+000
   0.68499999583693238E-006   0.000000000E+000
   0.68624999582933555E-006   0.000000000E+000
   0.68749999582173871E-006   0.000000000E+000
   0.68874999581414187E-006   0.000000000E+000
   0.68999999580654503E-006   0.000000000E+000
   0.69124999579894819E-006   0.000000000E+000
   0.69249999579135135E-006   0.000000000E+000
   0.69374999578375451E-006   0.000000000E+000
   0.69499999577615768E-006   0.000000000E+000
   0.69624999576856084E-006   0.000000000E+000
   0.69749999576096400E-006   0.000000000E+000
   0.69874999575336716E-006   0.000000000E+000
   0.69999999574577032E-006   0.000000000E+000
   0.70124999573817348E-006   0.000000000E+000
   0.70249999573057664E-006   0.000000000E+000
   0.70374999572297980E-006   0.000000000E+000
   0.70499999571538297E-006   0.000000000E+000
   0.70624999570778613E-006   0.000000000E+000
   0.70749999570018929E-006   0.000000000E+000
   0.70874999569259245E-006   0.000000000E+000
   0.70999999568499561E-006   0.000000000E+000
   0.71124999567739877E-006   0.000000000E+000
   0.71249999566980193E-006   0.000000000E+000
   0.71374999566220509E-006   0.000000000E+000
   0.71499999565460826E-006   0.000000000E+000
   0.71624999564701142E-006   0.000000000E+000
   0.71749999563941458E-006   0.000000000E+000
   0.71874999563181774E-006   0.000000000E+000
   0.71999999562422090E-006   0.000000000E+000
   0.72124999561662406E-006   0.000000000E+000
   0.72249999560902722E-006   0.000000000E+000
   0.72374999560143038E-006   0.000000000E+000
   0.72499999559383355E-006   0.000000000E+000
   0.72624999558623671E-006   0.000000000E+000
   0.72749999557863987E-006   0.000000000E+000
   0.72874999557104303E-006   0.000000000E+000
   0.72999999556344619E-006   0.000000000E+000
   0.73124999555584935E-006   0.000000000E+000
   0.73249999554825251E-006   0.000000000E+000
   0.73374999554065568E-006   0.000000000E+000
   0.73499999553305884E-006   0.000000000E+000
   0.73624999552546200E-006   0.000000000E+000
   0.73749999551786516E-006   0.000000000E+000
   0.73874999551026832E-006   0.000000000E+000
   0.73999999550267148E-006   0.000000000E+000
   0.74124999549507464E-006   0.000000000E+000
   0.74249999548747780E-006   0.000000000E+000
   0.74374999547988097E-006   0.000000000E+000
   0.74499999547228413E-006   0.000000000E+000
   0.74624999546468729E-006   0.000000000E+000
   0.74749999545709045E-006   0.000000000E+000
   0.74874999544949361E-006   0.000000000E+000
   0.74999999544189677E-006   0.000000000E+000
   0.75124999543429993E-006   0.000000000E+000
   0.75249999542670309E-006   0.000000000E+000
   0.75374999541910626E-006   0.000000000E+000
   0.75499999541150942E-006   0.000000000E+000
   0.75624999540391258E-006   0.000000000E+000
   0.75749999539631574E-006   0.000000000E+000
   0.75874999538871890E-006   0.000000000E+000
   0.75999999538112206E-006   0.000000000E+000
   0.76124999537352522E-006   0.000000000E+000
   0.76249999536592838E-006   0.000000000E+000
   0.76374999535833155E-006   0.000000000E+000
   0.76499999535073471E-006   0.000000000E+000
   0.76624999534313787E-006   0.000000000E+000
   0.76749999533554103E-006   0.000000000E+000
   0.76874999532794419E-006   0.000000000E+000
   0.76999999532034735E-006   0.000000000E+000
   0.77124999531275051E-006   0.000000000E+000
   0.77249999530515367E-006   0.000000000E+000
   0.77374999529755684E-006   0.000000000E+000
   0.77499999528996000E-006   0.000000000E+000
   0.77624999528236316E-006   0.000000000E+000
   0.77749999527476632E-006   0.000000000E+000
   0.77874999526716948E-006   0.000000000E+000
   0.77999999525957264E-006   0.000000000E+000
   0.78124999525197580E-006   0.000000000E+000
   0.78249999524437897E-006   0.000000000E+000
   0.78374999523678213E-006   0.000000000E+000
   0.78499999522918529E-006   0.000000000E+000
   0.78624999522158845E-006   0.000000000E+000
   0.78749999521399161E-006   0.000000000E+000
   0.78874999520639477E-006   0.000000000E+000
   0.78999999519879793E-006   0.000000000E+000
