t              LineCurrent.fdtd_Point probe_Ey_50_25_30.dat
   0.87819898163428445E-010   0.000000000E+000
   0.89360598131207891E-010   0.000000000E+000
   0.90901298098987338E-010   0.000000000E+000
   0.92441998066766784E-010   0.000000000E+000
   0.93982698034546230E-010   0.000000000E+000
   0.95523398002325677E-010   0.000000000E+000
   0.97064097970105123E-010   0.000000000E+000
   0.98604797937884570E-010   0.000000000E+000
   0.10014549790566402E-009   0.000000000E+000
   0.10168619787344346E-009   0.000000000E+000
   0.10322689784122291E-009   0.000000000E+000
   0.10476759780900236E-009   0.000000000E+000
   0.10630829777678180E-009   0.000000000E+000
   0.10784899774456125E-009   0.000000000E+000
   0.10938969771234069E-009   0.000000000E+000
   0.11093039768012014E-009   0.000000000E+000
   0.11247109764789959E-009   0.000000000E+000
   0.11401179761567903E-009   0.000000000E+000
   0.11555249758345848E-009   0.000000000E+000
   0.11709319755123793E-009   0.000000000E+000
   0.11863389751901737E-009   0.000000000E+000
   0.12017459748679682E-009   0.000000000E+000
   0.12171529745457627E-009   0.000000000E+000
   0.12325599742235571E-009   0.000000000E+000
   0.12479669739013516E-009   0.000000000E+000
   0.12633739735791460E-009   0.000000000E+000
   0.12787809732569405E-009   0.000000000E+000
   0.12941879729347350E-009   0.000000000E+000
   0.13095949726125294E-009   0.000000000E+000
   0.13250019722903239E-009   0.000000000E+000
   0.13404089719681184E-009   0.000000000E+000
   0.13558159716459128E-009   0.000000000E+000
   0.13712229713237073E-009   0.000000000E+000
   0.13866299710015018E-009   0.000000000E+000
   0.14020369706792962E-009   0.000000000E+000
   0.14174439703570907E-009   0.000000000E+000
   0.14328509700348852E-009   0.000000000E+000
   0.14482579697126796E-009   0.000000000E+000
   0.14636649693904741E-009   0.000000000E+000
   0.14790719690682685E-009   0.000000000E+000
   0.14944789687460630E-009   0.000000000E+000
   0.15098859684238575E-009   0.000000000E+000
   0.15252929681016519E-009   0.000000000E+000
   0.15406999677794464E-009   0.000000000E+000
   0.15561069674572409E-009   0.000000000E+000
   0.15715139671350353E-009   0.000000000E+000
   0.15869209668128298E-009   0.000000000E+000
   0.16023279664906243E-009   0.000000000E+000
   0.16177349661684187E-009   0.000000000E+000
   0.16331419658462132E-009   0.000000000E+000
   0.16485489655240076E-009   0.000000000E+000
   0.16639559652018021E-009   0.000000000E+000
   0.16793629648795966E-009   0.000000000E+000
   0.16947699645573910E-009   0.000000000E+000
   0.17101769642351855E-009   0.000000000E+000
   0.17255839639129800E-009   0.000000000E+000
   0.17409909635907744E-009   0.000000000E+000
   0.17563979632685689E-009   0.000000000E+000
   0.17718049629463634E-009   0.000000000E+000
   0.17872119626241578E-009   0.000000000E+000
   0.18026189623019523E-009   0.000000000E+000
   0.18180259619797468E-009   0.000000000E+000
   0.18334329616575412E-009   0.000000000E+000
   0.18488399613353357E-009   0.000000000E+000
   0.18642469610131301E-009   0.000000000E+000
   0.18796539606909246E-009   0.000000000E+000
   0.18950609603687191E-009   0.000000000E+000
   0.19104679600465135E-009   0.000000000E+000
   0.19258749597243080E-009   0.000000000E+000
   0.19412819594021025E-009   0.000000000E+000
   0.19566889590798969E-009   0.000000000E+000
   0.19720959587576914E-009   0.000000000E+000
   0.19875029584354859E-009   0.000000000E+000
   0.20029099581132803E-009   0.000000000E+000
   0.20183169577910748E-009   0.233808151E-035
   0.20337239574688692E-009   0.888110878E-035
   0.20491309571466637E-009   0.213823427E-034
   0.20645379568244582E-009   0.426783944E-034
   0.20799449565022526E-009   0.791413568E-034
   0.20953519561800471E-009   0.144742477E-033
   0.21107589558578416E-009   0.265399372E-033
   0.21261659555356360E-009   0.487006162E-033
   0.21415729552134305E-009   0.889466453E-033
   0.21569799548912250E-009   0.161249356E-032
   0.21723869545690194E-009   0.290140218E-032
   0.21877939542468139E-009   0.518493807E-032
   0.22032009539246084E-009   0.920967057E-032
   0.22186079536024028E-009   0.162645513E-031
   0.22340149532801973E-009   0.285604925E-031
   0.22494219529579917E-009   0.498687021E-031
   0.22648289526357862E-009   0.865888770E-031
   0.22802359523135807E-009   0.149525420E-030
   0.22956429519913751E-009   0.256823651E-030
   0.23110499516691696E-009   0.438799299E-030
   0.23264569513469641E-009   0.745842890E-030
   0.23418639510247585E-009   0.126129867E-029
   0.23572709507025530E-009   0.212233850E-029
   0.23726779503803475E-009   0.355364506E-029
   0.23880849500581419E-009   0.592150558E-029
   0.24034919497359364E-009   0.982027466E-029
   0.24188989494137308E-009   0.162100197E-028
   0.24343059490915253E-009   0.266345278E-028
   0.24497129487693198E-009   0.435651613E-028
   0.24651199484471142E-009   0.709409013E-028
   0.24805269481249087E-009   0.115013130E-027
   0.24959339478027032E-009   0.185661392E-027
   0.25113409474804976E-009   0.298433943E-027
   0.25267479471582921E-009   0.477700249E-027
   0.25421549468360866E-009   0.761502493E-027
   0.25575619465138810E-009   0.120898519E-026
   0.25729689461916755E-009   0.191174855E-026
   0.25883759458694700E-009   0.301110942E-026
   0.26037829455472644E-009   0.472424375E-026
   0.26191899452250589E-009   0.738364948E-026
   0.26345969449028533E-009   0.114965322E-025
   0.26500039445806478E-009   0.178337323E-025
   0.26654109442584423E-009   0.275625319E-025
   0.26808179439362367E-009   0.424443344E-025
   0.26962249436140312E-009   0.651276414E-025
   0.27116319432918257E-009   0.995810490E-025
   0.27270389429696201E-009   0.151730875E-024
   0.27424459426474146E-009   0.230396614E-024
   0.27578529423252091E-009   0.348660472E-024
   0.27732599420030035E-009   0.525862469E-024
   0.27886669416807980E-009   0.790501933E-024
   0.28040739413585924E-009   0.118443826E-023
   0.28194809410363869E-009   0.176895767E-023
   0.28348879407141814E-009   0.263351865E-023
   0.28502949403919758E-009   0.390826620E-023
   0.28657019400697703E-009   0.578199939E-023
   0.28811089397475648E-009   0.852775047E-023
   0.28965159394253592E-009   0.125391508E-022
   0.29119229391031537E-009   0.183820621E-022
   0.29273299387809482E-009   0.268675327E-022
   0.29427369384587426E-009   0.391545935E-022
   0.29581439381365371E-009   0.568948888E-022
   0.29735509378143316E-009   0.824350937E-022
   0.29889579374921260E-009   0.119100402E-021
   0.30043649371699205E-009   0.171589452E-021
   0.30197719368477149E-009   0.246523602E-021
   0.30351789365255094E-009   0.353205743E-021
   0.30505859362033039E-009   0.504673171E-021
   0.30659929358810983E-009   0.719147412E-021
   0.30813999355588928E-009   0.102202809E-020
   0.30968069352366873E-009   0.144862761E-020
   0.31122139349144817E-009   0.204791179E-020
   0.31276209345922762E-009   0.288760250E-020
   0.31430279342700707E-009   0.406111632E-020
   0.31584349339478651E-009   0.569698513E-020
   0.31738419336256596E-009   0.797162680E-020
   0.31892489333034540E-009   0.111266035E-019
   0.32046559329812485E-009   0.154918117E-019
   0.32200629326590430E-009   0.215166043E-019
   0.32354699323368374E-009   0.298117218E-019
   0.32508769320146319E-009   0.412051330E-019
   0.32662839316924264E-009   0.568166452E-019
   0.32816909313702208E-009   0.781574074E-019
   0.32970979310480153E-009   0.107261370E-018
   0.33125049307258098E-009   0.146859869E-018
   0.33279119304036042E-009   0.200612443E-018
   0.33433189300813987E-009   0.273410489E-018
   0.33587259297591932E-009   0.371778265E-018
   0.33741329294369876E-009   0.504395971E-018
   0.33895399291147821E-009   0.682786104E-018
   0.34049469287925765E-009   0.922214359E-018
   0.34203539284703710E-009   0.124285624E-017
   0.34357609281481655E-009   0.167131791E-017
   0.34511679278259599E-009   0.224260824E-017
   0.34665749275037544E-009   0.300269044E-017
   0.34819819271815489E-009   0.401177593E-017
   0.34973889268593433E-009   0.534858830E-017
   0.35127959265371378E-009   0.711581460E-017
   0.35282029262149323E-009   0.944712803E-017
   0.35436099258927267E-009   0.125161575E-016
   0.35590169255705212E-009   0.165479632E-016
   0.35744239252483156E-009   0.218336159E-016
   0.35898309249261101E-009   0.287488739E-016
   0.36052379246039046E-009   0.377777886E-016
   0.36206449242816990E-009   0.495425997E-016
   0.36360519239594935E-009   0.648415103E-016
   0.36514589236372880E-009   0.846961942E-016
   0.36668659233150824E-009   0.110412048E-015
   0.36822729229928769E-009   0.143653664E-015
   0.36976799226706714E-009   0.186539340E-015
   0.37130869223484658E-009   0.241759323E-015
   0.37284939220262603E-009   0.312722738E-015
   0.37439009217040548E-009   0.403740531E-015
   0.37593079213818492E-009   0.520257377E-015
   0.37747149210596437E-009   0.669133053E-015
   0.37901219207374381E-009   0.858992205E-015
   0.38055289204152326E-009   0.110066087E-014
   0.38209359200930271E-009   0.140769994E-014
   0.38363429197708215E-009   0.179705981E-014
   0.38517499194486160E-009   0.228989725E-014
   0.38671569191264105E-009   0.291256048E-014
   0.38825639188042049E-009   0.369780449E-014
   0.38979709184819994E-009   0.468626696E-014
   0.39133779181597939E-009   0.592825061E-014
   0.39287849178375883E-009   0.748594166E-014
   0.39441919175153828E-009   0.943609442E-014
   0.39595989171931772E-009   0.118732183E-013
   0.39750059168709717E-009   0.149134228E-013
   0.39904129165487662E-009   0.186991739E-013
   0.40058199162265606E-009   0.234050111E-013
   0.40212269159043551E-009   0.292442394E-013
   0.40366339155821496E-009   0.364770842E-013
   0.40520409152599440E-009   0.454205494E-013
   0.40674479149377385E-009   0.564599094E-013
   0.40828549146155330E-009   0.700623777E-013
   0.40982619142933274E-009   0.867940566E-013
   0.41136689139711219E-009   0.107339593E-012
   0.41290759136489164E-009   0.132525379E-012
   0.41444829133267108E-009   0.163347051E-012
   0.41598899130045053E-009   0.201001162E-012
   0.41752969126822997E-009   0.246923467E-012
   0.41907039123600942E-009   0.302834770E-012
   0.42061109120378887E-009   0.370794568E-012
   0.42215179117156831E-009   0.453260639E-012
   0.42369249113934776E-009   0.553162605E-012
   0.42523319110712721E-009   0.673983926E-012
   0.42677389107490665E-009   0.819861431E-012
   0.42831459104268610E-009   0.995701460E-012
   0.42985529101046555E-009   0.120731203E-011
   0.43139599097824499E-009   0.146154844E-011
   0.43293669094602444E-009   0.176650079E-011
   0.43447739091380388E-009   0.213168892E-011
   0.43601809088158333E-009   0.256829454E-011
   0.43755879084936278E-009   0.308942845E-011
   0.43909949081714222E-009   0.371044818E-011
   0.44064019078492167E-009   0.444932069E-011
   0.44218089075270112E-009   0.532700013E-011
   0.44372159072048056E-009   0.636790620E-011
   0.44526229068826001E-009   0.760041596E-011
   0.44680299065603946E-009   0.905745357E-011
   0.44834369062381890E-009   0.107771639E-010
   0.44988439059159835E-009   0.128037008E-010
   0.45142509055937780E-009   0.151880175E-010
   0.45296579052715724E-009   0.179888708E-010
   0.45450649049493669E-009   0.212738958E-010
   0.45604719046271613E-009   0.251207145E-010
   0.45758789043049558E-009   0.296183425E-010
   0.45912859039827503E-009   0.348687502E-010
   0.46066929036605447E-009   0.409883898E-010
   0.46220999033383392E-009   0.481099882E-010
   0.46375069030161337E-009   0.563846886E-010
   0.46529139026939281E-009   0.659843499E-010
   0.46683209023717226E-009   0.771040801E-010
   0.46837279020495171E-009   0.899650146E-010
   0.46991349017273115E-009   0.104816919E-009
   0.47145419014051060E-009   0.121941679E-009
   0.47299489010829004E-009   0.141656908E-009
   0.47453559007606949E-009   0.164320002E-009
   0.47607629004384894E-009   0.190332181E-009
   0.47761699001162838E-009   0.220142973E-009
   0.47915768997940783E-009   0.254255478E-009
   0.48069838994718728E-009   0.293231883E-009
   0.48223908991496672E-009   0.337698758E-009
   0.48377978988274617E-009   0.388353960E-009
   0.48532048985052562E-009   0.445971399E-009
   0.48686118981830506E-009   0.511410581E-009
   0.48840188978608451E-009   0.585622328E-009
   0.48994258975386396E-009   0.669659384E-009
   0.49148328972164340E-009   0.764682095E-009
   0.49302398968942285E-009   0.871963779E-009
   0.49456468965720229E-009   0.992907867E-009
   0.49610538962498174E-009   0.112905763E-008
   0.49764608959276119E-009   0.128210176E-008
   0.49918678956054063E-009   0.145388379E-008
   0.50072748952832008E-009   0.164641356E-008
   0.50226818949609953E-009   0.186188609E-008
   0.50380888946387897E-009   0.210268913E-008
   0.50534958943165842E-009   0.237141129E-008
   0.50689028939943787E-009   0.267085598E-008
   0.50843098936721731E-009   0.300405079E-008
   0.50997168933499676E-009   0.337427442E-008
   0.51151238930277620E-009   0.378505671E-008
   0.51305308927055565E-009   0.424019087E-008
   0.51459378923833510E-009   0.474374584E-008
   0.51613448920611454E-009   0.530009192E-008
   0.51767518917389399E-009   0.591390581E-008
   0.51921588914167344E-009   0.659017330E-008
   0.52075658910945288E-009   0.733421546E-008
   0.52229728907723233E-009   0.815168377E-008
   0.52383798904501178E-009   0.904856456E-008
   0.52537868901279122E-009   0.100311981E-007
   0.52691938898057067E-009   0.111062981E-007
   0.52846008894835012E-009   0.122809727E-007
   0.53000078891612956E-009   0.135627154E-007
   0.53154148888390901E-009   0.149593440E-007
   0.53308218885168845E-009   0.164790492E-007
   0.53462288881946790E-009   0.181304838E-007
   0.53616358878724735E-009   0.199226715E-007
   0.53770428875502679E-009   0.218649827E-007
   0.53924498872280624E-009   0.239671234E-007
   0.54078568869058569E-009   0.262391726E-007
   0.54232638865836513E-009   0.286916126E-007
   0.54386708862614458E-009   0.313352899E-007
   0.54540778859392403E-009   0.341814470E-007
   0.54694848856170347E-009   0.372415521E-007
   0.54848918852948292E-009   0.405273468E-007
   0.55002988849726236E-009   0.440507577E-007
   0.55157058846504181E-009   0.478238960E-007
   0.55311128843282126E-009   0.518591392E-007
   0.55465198840060070E-009   0.561692062E-007
   0.55619268836838015E-009   0.607669719E-007
   0.55773338833615960E-009   0.656653469E-007
   0.55927408830393904E-009   0.708771708E-007
   0.56081478827171849E-009   0.764152119E-007
   0.56235548823949794E-009   0.822920754E-007
   0.56389618820727738E-009   0.885203306E-007
   0.56543688817505683E-009   0.951126751E-007
   0.56697758814283628E-009   0.102081579E-006
   0.56851828811061572E-009   0.109438879E-006
   0.57005898807839517E-009   0.117196116E-006
   0.57159968804617461E-009   0.125364380E-006
   0.57314038801395406E-009   0.133954245E-006
   0.57468108798173351E-009   0.142975722E-006
   0.57622178794951295E-009   0.152438105E-006
   0.57776248791729240E-009   0.162350062E-006
   0.57930318788507185E-009   0.172719609E-006
   0.58084388785285129E-009   0.183553610E-006
   0.58238458782063074E-009   0.194858345E-006
   0.58392528778841019E-009   0.206638830E-006
   0.58546598775618963E-009   0.218898748E-006
   0.58700668772396908E-009   0.231640442E-006
   0.58854738769174852E-009   0.244865390E-006
   0.59008808765952797E-009   0.258574573E-006
   0.59162878762730742E-009   0.272767636E-006
   0.59316948759508686E-009   0.287442731E-006
   0.59471018756286631E-009   0.302596646E-006
   0.59625088753064576E-009   0.318224778E-006
   0.59779158749842520E-009   0.334321953E-006
   0.59933228746620465E-009   0.350881834E-006
   0.60087298743398410E-009   0.367896803E-006
   0.60241368740176354E-009   0.385358192E-006
   0.60395438736954299E-009   0.403256649E-006
   0.60549508733732244E-009   0.421583195E-006
   0.60703578730510188E-009   0.440329046E-006
   0.60857648727288133E-009   0.459485165E-006
   0.61011718724066077E-009   0.479042455E-006
   0.61165788720844022E-009   0.498991710E-006
   0.61319858717621967E-009   0.519324601E-006
   0.61473928714399911E-009   0.540033739E-006
   0.61627998711177856E-009   0.561114916E-006
   0.61782068707955801E-009   0.582565860E-006
   0.61936138704733745E-009   0.604386173E-006
   0.62090208701511690E-009   0.626579151E-006
   0.62244278698289635E-009   0.649152639E-006
   0.62398348695067579E-009   0.672117324E-006
   0.62552418691845524E-009   0.695488723E-006
   0.62706488688623468E-009   0.719288892E-006
   0.62860558685401413E-009   0.743544831E-006
   0.63014628682179358E-009   0.768290136E-006
   0.63168698678957302E-009   0.793565960E-006
   0.63322768675735247E-009   0.819421302E-006
   0.63476838672513192E-009   0.845912780E-006
   0.63630908669291136E-009   0.873105023E-006
   0.63784978666069081E-009   0.901072724E-006
   0.63939048662847026E-009   0.929898306E-006
   0.64093118659624970E-009   0.959675617E-006
   0.64247188656402915E-009   0.990508170E-006
   0.64401258653180860E-009   0.102250976E-005
   0.64555328649958804E-009   0.105580057E-005
   0.64709398646736749E-009   0.109051155E-005
   0.64863468643514693E-009   0.112678504E-005
   0.65017538640292638E-009   0.116477258E-005
   0.65171608637070583E-009   0.120463596E-005
   0.65325678633848527E-009   0.124654309E-005
   0.65479748630626472E-009   0.129066507E-005
   0.65633818627404417E-009   0.133718117E-005
   0.65787888624182361E-009   0.138627706E-005
   0.65941958620960306E-009   0.143814384E-005
   0.66096028617738251E-009   0.149298057E-005
   0.66250098614516195E-009   0.155098621E-005
   0.66404168611294140E-009   0.161235539E-005
   0.66558238608072084E-009   0.167727899E-005
   0.66712308604850029E-009   0.174594595E-005
   0.66866378601627974E-009   0.181854739E-005
   0.67020448598405918E-009   0.189527304E-005
   0.67174518595183863E-009   0.197630197E-005
   0.67328588591961808E-009   0.206180471E-005
   0.67482658588739752E-009   0.215193768E-005
   0.67636728585517697E-009   0.224685141E-005
   0.67790798582295642E-009   0.234669005E-005
   0.67944868579073586E-009   0.245158458E-005
   0.68098938575851531E-009   0.256165526E-005
   0.68253008572629476E-009   0.267700398E-005
   0.68407078569407420E-009   0.279772325E-005
   0.68561148566185365E-009   0.292389495E-005
   0.68715218562963309E-009   0.305559342E-005
   0.68869288559741254E-009   0.319287983E-005
   0.69023358556519199E-009   0.333580897E-005
   0.69177428553297143E-009   0.348443155E-005
   0.69331498550075088E-009   0.363878848E-005
   0.69485568546853033E-009   0.379892049E-005
   0.69639638543630977E-009   0.396486485E-005
   0.69793708540408922E-009   0.413665884E-005
   0.69947778537186867E-009   0.431435319E-005
   0.70101848533964811E-009   0.449801064E-005
   0.70255918530742756E-009   0.468770395E-005
   0.70409988527520700E-009   0.488351498E-005
   0.70564058524298645E-009   0.508554604E-005
   0.70718128521076590E-009   0.529392037E-005
   0.70872198517854534E-009   0.550878713E-005
   0.71026268514632479E-009   0.573032321E-005
   0.71180338511410424E-009   0.595875190E-005
   0.71334408508188368E-009   0.619431830E-005
   0.71488478504966313E-009   0.643729845E-005
   0.71642548501744258E-009   0.668799748E-005
   0.71796618498522202E-009   0.694676146E-005
   0.71950688495300147E-009   0.721399874E-005
   0.72104758492078092E-009   0.749015044E-005
   0.72258828488856036E-009   0.777569767E-005
   0.72412898485633981E-009   0.807114520E-005
   0.72566968482411925E-009   0.837703101E-005
   0.72721038479189870E-009   0.869391715E-005
   0.72875108475967815E-009   0.902241391E-005
   0.73029178472745759E-009   0.936319066E-005
   0.73183248469523704E-009   0.971693316E-005
   0.73337318466301649E-009   0.100843436E-004
   0.73491388463079593E-009   0.104661294E-004
   0.73645458459857538E-009   0.108630065E-004
   0.73799528456635483E-009   0.112756888E-004
   0.73953598453413427E-009   0.117048930E-004
   0.74107668450191372E-009   0.121513667E-004
   0.74261738446969316E-009   0.126158693E-004
   0.74415808443747261E-009   0.130991730E-004
   0.74569878440525206E-009   0.136020308E-004
   0.74723948437303150E-009   0.141251630E-004
   0.74878018434081095E-009   0.146692546E-004
   0.75032088430859040E-009   0.152349703E-004
   0.75186158427636984E-009   0.158229814E-004
   0.75340228424414929E-009   0.164339708E-004
   0.75494298421192874E-009   0.170686180E-004
   0.75648368417970818E-009   0.177276124E-004
   0.75802438414748763E-009   0.184115688E-004
   0.75956508411526708E-009   0.191210820E-004
   0.76110578408304652E-009   0.198567577E-004
   0.76264648405082597E-009   0.206191999E-004
   0.76418718401860541E-009   0.214090960E-004
   0.76572788398638486E-009   0.222271738E-004
   0.76726858395416431E-009   0.230741625E-004
   0.76880928392194375E-009   0.239507626E-004
   0.77034998388972320E-009   0.248576998E-004
   0.77189068385750265E-009   0.257957436E-004
   0.77343138382528209E-009   0.267657651E-004
   0.77497208379306154E-009   0.277687377E-004
   0.77651278376084099E-009   0.288056926E-004
   0.77805348372862043E-009   0.298776868E-004
   0.77959418369639988E-009   0.309857787E-004
   0.78113488366417932E-009   0.321310472E-004
   0.78267558363195877E-009   0.333147400E-004
   0.78421628359973822E-009   0.345383451E-004
   0.78575698356751766E-009   0.358034122E-004
   0.78729768353529711E-009   0.371115020E-004
   0.78883838350307656E-009   0.384641826E-004
   0.79037908347085600E-009   0.398631673E-004
   0.79191978343863545E-009   0.413101552E-004
   0.79346048340641490E-009   0.428069434E-004
   0.79500118337419434E-009   0.443554272E-004
   0.79654188334197379E-009   0.459576077E-004
   0.79808258330975324E-009   0.476155219E-004
   0.79962328327753268E-009   0.493313637E-004
   0.80116398324531213E-009   0.511072758E-004
   0.80270468321309157E-009   0.529452991E-004
   0.80424538318087102E-009   0.548475909E-004
   0.80578608314865047E-009   0.568164687E-004
   0.80732678311642991E-009   0.588542280E-004
   0.80886748308420936E-009   0.609632225E-004
   0.81040818305198881E-009   0.631457733E-004
   0.81194888301976825E-009   0.654041651E-004
   0.81348958298754770E-009   0.677407152E-004
   0.81503028295532715E-009   0.701578174E-004
   0.81657098292310659E-009   0.726578655E-004
   0.81811168289088604E-009   0.752433407E-004
   0.81965238285866548E-009   0.779167458E-004
   0.82119308282644493E-009   0.806806347E-004
   0.82273378279422438E-009   0.835374667E-004
   0.82427448276200382E-009   0.864899630E-004
   0.82581518272978327E-009   0.895409466E-004
   0.82735588269756272E-009   0.926930443E-004
   0.82889658266534216E-009   0.959491445E-004
   0.83043728263312161E-009   0.993122230E-004
   0.83197798260090106E-009   0.102785467E-003
   0.83351868256868050E-009   0.106372114E-003
   0.83505938253645995E-009   0.110075533E-003
   0.83660008250423940E-009   0.113899077E-003
   0.83814078247201884E-009   0.117846350E-003
   0.83968148243979829E-009   0.121921061E-003
   0.84122218240757773E-009   0.126127241E-003
   0.84276288237535718E-009   0.130469009E-003
   0.84430358234313663E-009   0.134950693E-003
   0.84584428231091607E-009   0.139576863E-003
   0.84738498227869552E-009   0.144351594E-003
   0.84892568224647497E-009   0.149279353E-003
   0.85046638221425441E-009   0.154365000E-003
   0.85200708218203386E-009   0.159614079E-003
   0.85354778214981331E-009   0.165032106E-003
   0.85508848211759275E-009   0.170624349E-003
   0.85662918208537220E-009   0.176395959E-003
   0.85816988205315164E-009   0.182352014E-003
   0.85971058202093109E-009   0.188498248E-003
   0.86125128198871054E-009   0.194840628E-003
   0.86279198195648998E-009   0.201385526E-003
   0.86433268192426943E-009   0.208139565E-003
   0.86587338189204888E-009   0.215109045E-003
   0.86741408185982832E-009   0.222300077E-003
   0.86895478182760777E-009   0.229718673E-003
   0.87049548179538722E-009   0.237370856E-003
   0.87203618176316666E-009   0.245263363E-003
   0.87357688173094611E-009   0.253403268E-003
   0.87511758169872556E-009   0.261798530E-003
   0.87665828166650500E-009   0.270456367E-003
   0.87819898163428445E-009   0.279383705E-003
   0.87973968160206389E-009   0.288587529E-003
   0.88128038156984334E-009   0.298074563E-003
   0.88282108153762279E-009   0.307853043E-003
   0.88436178150540223E-009   0.317932136E-003
   0.88590248147318168E-009   0.328320952E-003
   0.88744318144096113E-009   0.339027960E-003
   0.88898388140874057E-009   0.350060611E-003
   0.89052458137652002E-009   0.361427141E-003
   0.89206528134429947E-009   0.373136572E-003
   0.89360598131207891E-009   0.385199004E-003
   0.89514668127985836E-009   0.397625554E-003
   0.89668738124763780E-009   0.410427165E-003
   0.89822808121541725E-009   0.423614169E-003
   0.89976878118319670E-009   0.437195675E-003
   0.90130948115097614E-009   0.451181462E-003
   0.90285018111875559E-009   0.465583289E-003
   0.90439088108653504E-009   0.480414776E-003
   0.90593158105431448E-009   0.495689281E-003
   0.90747228102209393E-009   0.511418679E-003
   0.90901298098987338E-009   0.527613796E-003
   0.91055368095765282E-009   0.544286391E-003
   0.91209438092543227E-009   0.561450026E-003
   0.91363508089321172E-009   0.579119485E-003
   0.91517578086099116E-009   0.597310427E-003
   0.91671648082877061E-009   0.616036705E-003
   0.91825718079655005E-009   0.635310716E-003
   0.91979788076432950E-009   0.655145384E-003
   0.92133858073210895E-009   0.675555842E-003
   0.92287928069988839E-009   0.696559495E-003
   0.92441998066766784E-009   0.718174444E-003
   0.92596068063544729E-009   0.740417105E-003
   0.92750138060322673E-009   0.763301272E-003
   0.92904208057100618E-009   0.786842254E-003
   0.93058278053878563E-009   0.811057456E-003
   0.93212348050656507E-009   0.835965504E-003
   0.93366418047434452E-009   0.861585198E-003
   0.93520488044212396E-009   0.887934526E-003
   0.93674558040990341E-009   0.915030658E-003
   0.93828628037768286E-009   0.942890474E-003
   0.93982698034546230E-009   0.971534580E-003
   0.94136768031324175E-009   0.100098341E-002
   0.94290838028102120E-009   0.103125989E-002
   0.94444908024880064E-009   0.106238690E-002
   0.94598978021658009E-009   0.109438656E-002
   0.94753048018435954E-009   0.112727773E-002
   0.94907118015213898E-009   0.116107939E-002
   0.95061188011991843E-009   0.119581423E-002
   0.95215258008769788E-009   0.123150833E-002
   0.95369328005547732E-009   0.126818649E-002
   0.95523398002325677E-009   0.130587455E-002
   0.95677467999103621E-009   0.134459708E-002
   0.95831537995881566E-009   0.138437923E-002
   0.95985607992659511E-009   0.142524706E-002
   0.96139677989437455E-009   0.146722619E-002
   0.96293747986215400E-009   0.151034282E-002
   0.96447817982993345E-009   0.155462662E-002
   0.96601887979771289E-009   0.160010811E-002
   0.96755957976549234E-009   0.164682034E-002
   0.96910027973327179E-009   0.169479544E-002
   0.97064097970105123E-009   0.174405822E-002
   0.97218167966883068E-009   0.179463450E-002
   0.97372237963661012E-009   0.184655399E-002
